[rosmaster.main][INFO] 2021-05-20 11:34:05,806: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2021-05-20 11:34:05,806: Starting ROS Master Node
[rosmaster.master][INFO] 2021-05-20 11:34:06,007: +PARAM [/mavros/imu/orientation_stdev] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,007: +PARAM [/mavros/wheel_odometry/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,007: +PARAM [/mavros/landing_target/tf/send] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,007: +PARAM [/mavros/wheel_odometry/count] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,008: +PARAM [/mavros/wheel_odometry/wheel1/radius] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,008: +PARAM [/mavros/fake_gps/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,008: +PARAM [/mavros/safety_area/p2/x] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,008: +PARAM [/mavros/px4flow/ranger_fov] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,008: +PARAM [/mavros/landing_target/mav_frame] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,008: +PARAM [/mavros/safety_area/p2/y] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,008: +PARAM [/mavros/distance_sensor/lidarlite_pub/field_of_view] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,008: +PARAM [/mavros/fake_gps/geo_origin/lon] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,008: +PARAM [/mavros/local_position/tf/send] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,008: +PARAM [/mavros/plugin_blacklist] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,008: +PARAM [/mavros/imu/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,008: +PARAM [/mavros/landing_target/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,008: +PARAM [/mavros/landing_target/camera/fov_y] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,008: +PARAM [/mavros/landing_target/camera/fov_x] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/local_position/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/wheel_odometry/wheel0/radius] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/local_position/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/time/timesync_mode] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/setpoint_accel/send_force] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/landing_target/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/fake_gps/use_mocap] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/setpoint_attitude/reverse_thrust] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/vision_speed/twist_cov] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/local_position/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/landing_target/target_size/x] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/landing_target/target_size/y] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/distance_sensor/laser_1_sub/id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/landing_target/image/width] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/setpoint_position/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,009: +PARAM [/mavros/cmd/use_comp_id_system_control] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,012: +PARAM [/mavros/plugin_whitelist] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,012: +PARAM [/mavros/fake_gps/fix_type] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,012: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,012: +PARAM [/mavros/conn/heartbeat_rate] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,012: +PARAM [/mavros/distance_sensor/sonar_1_sub/subscriber] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,012: +PARAM [/mavros/mocap/use_pose] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,012: +PARAM [/mavros/global_position/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,012: +PARAM [/mavros/tdr_radio/low_rssi] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,012: +PARAM [/mavros/global_position/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,013: +PARAM [/mavros/wheel_odometry/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,013: +PARAM [/mavros/setpoint_velocity/mav_frame] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,013: +PARAM [/mavros/global_position/use_relative_alt] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,013: +PARAM [/mavros/fcu_protocol] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,013: +PARAM [/mavros/wheel_odometry/use_rpm] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,013: +PARAM [/mavros/distance_sensor/lidarlite_pub/sensor_position/x] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,013: +PARAM [/mavros/distance_sensor/lidarlite_pub/sensor_position/y] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,013: +PARAM [/mavros/distance_sensor/lidarlite_pub/sensor_position/z] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,014: +PARAM [/mavros/setpoint_position/mav_frame] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,014: +PARAM [/mavros/fake_gps/geo_origin/alt] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,014: +PARAM [/mavros/setpoint_raw/thrust_scaling] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,014: +PARAM [/mavros/safety_area/p1/z] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,014: +PARAM [/mavros/safety_area/p1/y] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,014: +PARAM [/mavros/safety_area/p1/x] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,014: +PARAM [/mavros/fake_gps/eph] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,014: +PARAM [/mavros/global_position/tf/send] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,014: +PARAM [/mavros/vision_pose/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,014: +PARAM [/mavros/fake_gps/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,014: +PARAM [/mavros/vibration/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,014: +PARAM [/mavros/fake_gps/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,014: +PARAM [/mavros/safety_area/p2/z] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,014: +PARAM [/mavros/setpoint_attitude/use_quaternion] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,015: +PARAM [/mavros/fake_gps/satellites_visible] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,015: +PARAM [/mavros/time/time_ref_source] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,015: +PARAM [/mavros/target_system_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,015: +PARAM [/mavros/conn/timesync_rate] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,015: +PARAM [/mavros/fake_gps/epv] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,015: +PARAM [/mavros/px4flow/ranger_max_range] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,015: +PARAM [/mavros/setpoint_attitude/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,015: +PARAM [/mavros/mission/pull_after_gcs] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/gcs_url] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/distance_sensor/lidarlite_pub/id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/imu/angular_velocity_stdev] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/wheel_odometry/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/distance_sensor/laser_1_sub/subscriber] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/distance_sensor/sonar_1_sub/orientation] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/wheel_odometry/send_raw] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/wheel_odometry/wheel0/y] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/wheel_odometry/wheel0/x] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/vision_pose/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/global_position/tf/global_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/vision_speed/listen_twist] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/wheel_odometry/wheel1/x] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/wheel_odometry/wheel1/y] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/vision_pose/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/distance_sensor/sonar_1_sub/id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,016: +PARAM [/mavros/global_position/rot_covariance] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,017: +PARAM [/mavros/landing_target/land_target_type] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,017: +PARAM [/mavros/distance_sensor/lidarlite_pub/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,017: +PARAM [/mavros/distance_sensor/laser_1_sub/orientation] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,017: +PARAM [/mavros/landing_target/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,017: +PARAM [/mavros/wheel_odometry/vel_error] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,017: +PARAM [/mavros/fake_gps/mocap_transform] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,017: +PARAM [/mavros/setpoint_attitude/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,017: +PARAM [/mavros/mocap/use_tf] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,017: +PARAM [/mavros/landing_target/listen_lt] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,017: +PARAM [/mavros/conn/system_time_rate] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,017: +PARAM [/mavros/wheel_odometry/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,017: +PARAM [/mavros/fake_gps/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,017: +PARAM [/mavros/global_position/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,017: +PARAM [/mavros/px4flow/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,017: +PARAM [/mavros/px4flow/ranger_min_range] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,018: +PARAM [/mavros/imu/magnetic_stdev] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,018: +PARAM [/mavros/conn/timeout] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,018: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/sensor_position/z] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,018: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/sensor_position/y] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,018: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/sensor_position/x] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,018: +PARAM [/mavros/distance_sensor/lidarlite_pub/orientation] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,018: +PARAM [/mavros/fake_gps/tf/send] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,018: +PARAM [/mavros/fcu_url] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,018: +PARAM [/mavros/odometry/fcu/odom_parent_id_des] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,018: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/field_of_view] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,018: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/send_tf] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,018: +PARAM [/mavros/distance_sensor/lidarlite_pub/send_tf] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,018: +PARAM [/mavros/landing_target/image/height] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,019: +PARAM [/mavros/setpoint_attitude/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,019: +PARAM [/mavros/vision_pose/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,019: +PARAM [/mavros/wheel_odometry/send_twist] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,019: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/orientation] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,019: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,019: +PARAM [/mavros/setpoint_position/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,019: +PARAM [/mavros/sys/min_voltage] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,019: +PARAM [/mavros/fake_gps/geo_origin/lat] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,019: +PARAM [/mavros/fake_gps/gps_rate] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,019: +PARAM [/mavros/global_position/gps_uere] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,019: +PARAM [/mavros/global_position/frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,019: +PARAM [/mavros/local_position/tf/send_fcu] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,020: +PARAM [/mavros/time/timesync_avg_alpha] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,020: +PARAM [/mavros/fake_gps/use_vision] by /roslaunch
[rosmaster.master][INFO] 2021-05-20 11:34:06,860: +SERVICE [/rosout/get_loggers] /rosout http://ubuntu:33987/
[rosmaster.master][INFO] 2021-05-20 11:34:06,862: +SERVICE [/rosout/set_logger_level] /rosout http://ubuntu:33987/
[rosmaster.master][INFO] 2021-05-20 11:34:06,864: +PUB [/rosout_agg] /rosout http://ubuntu:33987/
[rosmaster.master][INFO] 2021-05-20 11:34:06,871: +SUB [/rosout] /rosout http://ubuntu:33987/
[rosmaster.master][INFO] 2021-05-20 11:34:06,961: +PUB [/rosout] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:06,963: +SERVICE [/mavros/get_loggers] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:06,965: +SERVICE [/mavros/set_logger_level] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:06,967: +PUB [/diagnostics] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:07,015: publisherUpdate[/rosout] -> http://ubuntu:33987/ ['http://ubuntu:44855/']
[rosmaster.master][INFO] 2021-05-20 11:34:07,018: publisherUpdate[/rosout] -> http://ubuntu:33987/ ['http://ubuntu:44855/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-20 11:34:07,170: +SUB [/tf] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:07,175: +SUB [/tf_static] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:07,176: +PUB [/tf] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:07,176: +PUB [/tf_static] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:07,218: publisherUpdate[/tf] -> http://ubuntu:44855/ ['http://ubuntu:44855/']
[rosmaster.master][INFO] 2021-05-20 11:34:07,219: publisherUpdate[/tf] -> http://ubuntu:44855/ ['http://ubuntu:44855/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-20 11:34:07,219: publisherUpdate[/tf_static] -> http://ubuntu:44855/ ['http://ubuntu:44855/']
[rosmaster.master][INFO] 2021-05-20 11:34:07,220: publisherUpdate[/tf_static] -> http://ubuntu:44855/ ['http://ubuntu:44855/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-20 11:34:07,884: +PUB [/mavlink/from] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:07,887: +SUB [/mavlink/to] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,045: +PUB [/mavros/radio_status] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,046: +PUB [/mavros/target_actuator_control] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,049: +SUB [/mavros/actuator_control] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,065: +PUB [/mavros/adsb/vehicle] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,072: +SUB [/mavros/adsb/send] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,073: +PUB [/mavros/altitude] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,074: +PUB [/mavros/cam_imu_sync/cam_imu_stamp] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,077: +SERVICE [/mavros/cmd/command] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,077: +SERVICE [/mavros/cmd/command_int] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,078: +SERVICE [/mavros/cmd/arming] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,078: +SERVICE [/mavros/cmd/set_home] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,079: +SERVICE [/mavros/cmd/takeoff] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,079: +SERVICE [/mavros/cmd/land] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,079: +SERVICE [/mavros/cmd/trigger_control] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,080: +SERVICE [/mavros/cmd/trigger_interval] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,080: +SERVICE [/mavros/cmd/vtol_transition] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,082: +SUB [/mavros/companion_process/status] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,084: +SUB [/mavros/debug_value/send] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,084: +PUB [/mavros/debug_value/debug] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,085: +PUB [/mavros/debug_value/debug_vector] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,086: +PUB [/mavros/debug_value/named_value_float] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,087: +PUB [/mavros/debug_value/named_value_int] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,088: +PUB [/mavros/esc_info] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,089: +PUB [/mavros/esc_status] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,101: +SUB [/mavros/fake_gps/mocap/tf] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,102: +SERVICE [/mavros/ftp/list] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,104: +SERVICE [/mavros/ftp/open] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,105: +SERVICE [/mavros/ftp/close] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,106: +SERVICE [/mavros/ftp/read] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,107: +SERVICE [/mavros/ftp/write] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,107: +SERVICE [/mavros/ftp/mkdir] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,108: +SERVICE [/mavros/ftp/rmdir] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,109: +SERVICE [/mavros/ftp/remove] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,109: +SERVICE [/mavros/ftp/truncate] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,110: +SERVICE [/mavros/ftp/reset] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,110: +SERVICE [/mavros/ftp/rename] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,111: +SERVICE [/mavros/ftp/checksum] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,128: +PUB [/mavros/global_position/raw/fix] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,129: +PUB [/mavros/global_position/raw/gps_vel] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,130: +PUB [/mavros/global_position/raw/satellites] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,130: +PUB [/mavros/global_position/global] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,131: +PUB [/mavros/global_position/local] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,131: +PUB [/mavros/global_position/rel_alt] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,132: +PUB [/mavros/global_position/compass_hdg] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,133: +PUB [/mavros/global_position/gp_origin] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,138: +SUB [/mavros/global_position/set_gp_origin] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,141: +SUB [/mavros/global_position/home] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,141: +PUB [/mavros/global_position/gp_lp_offset] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,145: +SUB [/mavros/gps_rtk/send_rtcm] /mavros http://ubuntu:44855/
[rosmaster.master][INFO] 2021-05-20 11:34:08,146: +PUB [/mavros/gps_rtk/rtk_baseline] /mavros http://ubuntu:44855/
