[rosmaster.main][INFO] 2023-03-28 01:02:43,332: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2023-03-28 01:02:43,333: Starting ROS Master Node
[rosmaster.master][INFO] 2023-03-28 01:02:45,713: +PARAM [/image_raw/compressedDepth/depth_max] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,715: +PARAM [/image_raw/compressedDepth/depth_quantization] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,716: +PARAM [/image_raw/compressedDepth/png_level] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,732: +PUB [/image_raw/compressed] /csi_cam http://unionsys-desktop:39115/
[rosmaster.master][INFO] 2023-03-28 01:02:45,734: +SERVICE [/image_raw/compressed/set_parameters] /csi_cam http://unionsys-desktop:39115/
[rosmaster.master][INFO] 2023-03-28 01:02:45,736: +PUB [/image_raw/compressed/parameter_descriptions] /csi_cam http://unionsys-desktop:39115/
[rosmaster.master][INFO] 2023-03-28 01:02:45,738: +PUB [/image_raw/compressed/parameter_updates] /csi_cam http://unionsys-desktop:39115/
[rosmaster.master][INFO] 2023-03-28 01:02:45,745: +PARAM [/image_raw/compressed/format] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,747: +PARAM [/image_raw/compressed/jpeg_quality] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,750: +PARAM [/image_raw/compressed/png_level] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,752: +PARAM [/image_raw/compressed/format] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,753: +PARAM [/image_raw/compressed/jpeg_quality] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,755: +PARAM [/image_raw/compressed/png_level] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,765: +PUB [/image_raw] /csi_cam http://unionsys-desktop:39115/
[rosmaster.master][INFO] 2023-03-28 01:02:45,782: +PUB [/image_raw/theora] /csi_cam http://unionsys-desktop:39115/
[rosmaster.master][INFO] 2023-03-28 01:02:45,787: +SERVICE [/image_raw/theora/set_parameters] /csi_cam http://unionsys-desktop:39115/
[rosmaster.master][INFO] 2023-03-28 01:02:45,789: +PUB [/image_raw/theora/parameter_descriptions] /csi_cam http://unionsys-desktop:39115/
[rosmaster.master][INFO] 2023-03-28 01:02:45,792: +PUB [/image_raw/theora/parameter_updates] /csi_cam http://unionsys-desktop:39115/
[rosmaster.master][INFO] 2023-03-28 01:02:45,800: +PARAM [/image_raw/theora/optimize_for] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,803: +PARAM [/image_raw/theora/target_bitrate] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,804: +PARAM [/image_raw/theora/quality] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,806: +PARAM [/image_raw/theora/keyframe_frequency] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,809: +PARAM [/image_raw/theora/optimize_for] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,811: +PARAM [/image_raw/theora/target_bitrate] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,813: +PARAM [/image_raw/theora/quality] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,815: +PARAM [/image_raw/theora/keyframe_frequency] by /csi_cam
[rosmaster.master][INFO] 2023-03-28 01:02:45,817: +PUB [/tracker/pos_image] /csi_cam http://unionsys-desktop:39115/
[rosmaster.master][INFO] 2023-03-28 01:02:51,813: +PARAM [/roslaunch/uris/host_unionsys_desktop__36407] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,910: +PARAM [/mavros/mission/use_mission_item_int] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,910: +PARAM [/mavros/imu/linear_acceleration_stdev] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,911: +PARAM [/mavros/landing_target/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,912: +PARAM [/mavros/image/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,913: +PARAM [/mavros/setpoint_attitude/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,913: +PARAM [/mavros/wheel_odometry/tf/send] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,913: +PARAM [/mavros/odometry/fcu/odom_child_id_des] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,914: +PARAM [/mavros/sys/disable_diag] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,914: +PARAM [/mavros/setpoint_position/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,915: +PARAM [/mavros/startup_px4_usb_quirk] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,915: +PARAM [/mavros/target_component_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,916: +PARAM [/mavros/setpoint_position/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,918: +PARAM [/mavros/imu/orientation_stdev] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,919: +PARAM [/mavros/wheel_odometry/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,920: +PARAM [/mavros/landing_target/tf/send] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,921: +PARAM [/mavros/wheel_odometry/count] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,921: +PARAM [/mavros/wheel_odometry/wheel1/radius] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,922: +PARAM [/mavros/fake_gps/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,922: +PARAM [/mavros/safety_area/p2/x] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,923: +PARAM [/mavros/px4flow/ranger_fov] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,923: +PARAM [/mavros/landing_target/mav_frame] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,924: +PARAM [/mavros/safety_area/p2/y] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,924: +PARAM [/mavros/distance_sensor/lidarlite_pub/field_of_view] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,925: +PARAM [/mavros/fake_gps/geo_origin/lon] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,925: +PARAM [/mavros/local_position/tf/send] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,926: +PARAM [/mavros/plugin_blacklist] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,926: +PARAM [/mavros/imu/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,926: +PARAM [/mavros/landing_target/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,929: +PARAM [/mavros/landing_target/camera/fov_y] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,930: +PARAM [/mavros/landing_target/camera/fov_x] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,930: +PARAM [/mavros/local_position/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,931: +PARAM [/mavros/wheel_odometry/wheel0/radius] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,931: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,932: +PARAM [/mavros/local_position/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,933: +PARAM [/mavros/time/timesync_mode] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,937: +PARAM [/mavros/setpoint_accel/send_force] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,938: +PARAM [/mavros/landing_target/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,938: +PARAM [/mavros/fake_gps/use_mocap] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,939: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,939: +PARAM [/mavros/setpoint_attitude/reverse_thrust] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,939: +PARAM [/mavros/vision_speed/twist_cov] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,940: +PARAM [/mavros/local_position/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,940: +PARAM [/mavros/landing_target/target_size/x] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,941: +PARAM [/mavros/landing_target/target_size/y] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,941: +PARAM [/mavros/distance_sensor/laser_1_sub/id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,941: +PARAM [/mavros/landing_target/image/width] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,942: +PARAM [/mavros/setpoint_position/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,942: +PARAM [/mavros/cmd/use_comp_id_system_control] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,942: +PARAM [/mavros/distance_sensor/sonar_1_sub/vertical_fov_ratio] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,943: +PARAM [/mavros/plugin_whitelist] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,943: +PARAM [/mavros/fake_gps/fix_type] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,943: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,944: +PARAM [/mavros/conn/heartbeat_rate] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,944: +PARAM [/mavros/distance_sensor/sonar_1_sub/horizontal_fov_ratio] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,945: +PARAM [/mavros/distance_sensor/sonar_1_sub/subscriber] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,946: +PARAM [/mavros/mocap/use_pose] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,947: +PARAM [/mavros/global_position/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,947: +PARAM [/mavros/tdr_radio/low_rssi] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,948: +PARAM [/mavros/global_position/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,948: +PARAM [/mavros/wheel_odometry/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,949: +PARAM [/mavros/setpoint_velocity/mav_frame] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,949: +PARAM [/mavros/global_position/use_relative_alt] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,950: +PARAM [/mavros/fcu_protocol] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,950: +PARAM [/mavros/wheel_odometry/use_rpm] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,951: +PARAM [/mavros/distance_sensor/lidarlite_pub/sensor_position/x] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,951: +PARAM [/mavros/distance_sensor/lidarlite_pub/sensor_position/y] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,951: +PARAM [/mavros/distance_sensor/lidarlite_pub/sensor_position/z] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,952: +PARAM [/mavros/setpoint_position/mav_frame] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,952: +PARAM [/mavros/fake_gps/geo_origin/alt] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,952: +PARAM [/mavros/setpoint_raw/thrust_scaling] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,953: +PARAM [/mavros/safety_area/p1/z] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,953: +PARAM [/mavros/safety_area/p1/y] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,958: +PARAM [/mavros/safety_area/p1/x] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,958: +PARAM [/mavros/fake_gps/eph] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,959: +PARAM [/mavros/global_position/tf/send] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,959: +PARAM [/mavros/vision_pose/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,960: +PARAM [/mavros/fake_gps/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,960: +PARAM [/mavros/vibration/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,960: +PARAM [/mavros/fake_gps/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,961: +PARAM [/mavros/safety_area/p2/z] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,961: +PARAM [/mavros/setpoint_attitude/use_quaternion] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,962: +PARAM [/mavros/fake_gps/satellites_visible] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,963: +PARAM [/mavros/time/time_ref_source] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,963: +PARAM [/mavros/target_system_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,964: +PARAM [/mavros/conn/timesync_rate] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,964: +PARAM [/mavros/fake_gps/epv] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,965: +PARAM [/mavros/px4flow/ranger_max_range] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,965: +PARAM [/mavros/setpoint_attitude/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,965: +PARAM [/mavros/mission/pull_after_gcs] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,966: +PARAM [/mavros/gcs_url] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,967: +PARAM [/mavros/distance_sensor/lidarlite_pub/id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,967: +PARAM [/mavros/imu/angular_velocity_stdev] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,968: +PARAM [/mavros/wheel_odometry/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,968: +PARAM [/mavros/distance_sensor/laser_1_sub/subscriber] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,968: +PARAM [/mavros/distance_sensor/sonar_1_sub/orientation] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,969: +PARAM [/mavros/wheel_odometry/send_raw] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,969: +PARAM [/mavros/wheel_odometry/wheel0/y] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,970: +PARAM [/mavros/wheel_odometry/wheel0/x] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,970: +PARAM [/mavros/vision_pose/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,971: +PARAM [/mavros/global_position/tf/global_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,971: +PARAM [/mavros/vision_speed/listen_twist] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,972: +PARAM [/mavros/wheel_odometry/wheel1/x] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,972: +PARAM [/mavros/wheel_odometry/wheel1/y] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,972: +PARAM [/mavros/vision_pose/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,973: +PARAM [/mavros/distance_sensor/sonar_1_sub/id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,973: +PARAM [/mavros/global_position/rot_covariance] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,974: +PARAM [/mavros/landing_target/land_target_type] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,975: +PARAM [/mavros/distance_sensor/lidarlite_pub/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,975: +PARAM [/mavros/distance_sensor/laser_1_sub/orientation] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,975: +PARAM [/mavros/landing_target/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,976: +PARAM [/mavros/wheel_odometry/vel_error] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,976: +PARAM [/mavros/fake_gps/mocap_transform] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,976: +PARAM [/mavros/setpoint_attitude/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,977: +PARAM [/mavros/mocap/use_tf] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,977: +PARAM [/mavros/landing_target/listen_lt] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,978: +PARAM [/mavros/conn/system_time_rate] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,978: +PARAM [/mavros/wheel_odometry/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,978: +PARAM [/mavros/fake_gps/tf/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,979: +PARAM [/mavros/global_position/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,980: +PARAM [/mavros/px4flow/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,980: +PARAM [/mavros/px4flow/ranger_min_range] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,981: +PARAM [/mavros/imu/magnetic_stdev] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,982: +PARAM [/mavros/conn/timeout] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,983: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/sensor_position/z] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,983: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/sensor_position/y] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,983: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/sensor_position/x] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,984: +PARAM [/mavros/distance_sensor/lidarlite_pub/orientation] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,984: +PARAM [/mavros/fake_gps/tf/send] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,985: +PARAM [/mavros/fcu_url] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,985: +PARAM [/mavros/odometry/fcu/odom_parent_id_des] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,985: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/field_of_view] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,986: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/send_tf] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,986: +PARAM [/mavros/distance_sensor/lidarlite_pub/send_tf] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,987: +PARAM [/mavros/landing_target/image/height] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,987: +PARAM [/mavros/setpoint_attitude/tf/rate_limit] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,990: +PARAM [/mavros/vision_pose/tf/listen] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,991: +PARAM [/mavros/wheel_odometry/send_twist] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,991: +PARAM [/mavros/distance_sensor/hrlv_ez4_pub/orientation] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,992: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,992: +PARAM [/mavros/setpoint_position/tf/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,992: +PARAM [/mavros/sys/min_voltage] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,993: +PARAM [/mavros/fake_gps/geo_origin/lat] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,993: +PARAM [/mavros/fake_gps/gps_rate] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,993: +PARAM [/mavros/global_position/gps_uere] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,994: +PARAM [/mavros/global_position/frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,994: +PARAM [/mavros/local_position/tf/send_fcu] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,995: +PARAM [/mavros/time/timesync_avg_alpha] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:51,995: +PARAM [/mavros/fake_gps/use_vision] by /roslaunch
[rosmaster.master][INFO] 2023-03-28 01:02:52,413: +PUB [/rosout] /mavros http://unionsys-desktop:44071/
[rosmaster.master][INFO] 2023-03-28 01:02:52,423: +SERVICE [/mavros/get_loggers] /mavros http://unionsys-desktop:44071/
[rosmaster.master][INFO] 2023-03-28 01:02:52,427: +SERVICE [/mavros/set_logger_level] /mavros http://unionsys-desktop:44071/
[rosmaster.master][INFO] 2023-03-28 01:02:52,438: +PUB [/diagnostics] /mavros http://unionsys-desktop:44071/
[rosmaster.master][INFO] 2023-03-28 01:02:52,440: +CACHEDPARAM [/mavros/diagnostic_period] by /mavros
[rosmaster.master][INFO] 2023-03-28 01:02:52,468: publisherUpdate[/rosout] -> http://unionsys-desktop:43383/ ['http://unionsys-desktop:39115/', 'http://unionsys-desktop:44071/']
[rosmaster.master][INFO] 2023-03-28 01:02:52,473: publisherUpdate[/rosout] -> http://unionsys-desktop:43383/ ['http://unionsys-desktop:39115/', 'http://unionsys-desktop:44071/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-03-28 01:02:52,565: +SUB [/tf] /mavros http://unionsys-desktop:44071/
[rosmaster.master][INFO] 2023-03-28 01:02:52,584: +SUB [/tf_static] /mavros http://unionsys-desktop:44071/
[rosmaster.master][INFO] 2023-03-28 01:02:52,587: +PUB [/tf] /mavros http://unionsys-desktop:44071/
[rosmaster.master][INFO] 2023-03-28 01:02:52,591: +PUB [/tf_static] /mavros http://unionsys-desktop:44071/
[rosmaster.master][INFO] 2023-03-28 01:02:52,671: publisherUpdate[/tf] -> http://unionsys-desktop:44071/ ['http://unionsys-desktop:44071/']
[rosmaster.master][INFO] 2023-03-28 01:02:52,674: publisherUpdate[/tf] -> http://unionsys-desktop:44071/ ['http://unionsys-desktop:44071/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-03-28 01:02:52,674: publisherUpdate[/tf_static] -> http://unionsys-desktop:44071/ ['http://unionsys-desktop:44071/']
[rosmaster.master][INFO] 2023-03-28 01:02:52,679: publisherUpdate[/tf_static] -> http://unionsys-desktop:44071/ ['http://unionsys-desktop:44071/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-03-28 01:02:52,877: +CACHEDPARAM [/rosout_disable_topics_generation] by /mavros
[rosmaster.master][INFO] 2023-03-28 01:02:52,890: +CACHEDPARAM [/rosout/omit_topics] by /rosout
[rosmaster.master][INFO] 2023-03-28 01:02:52,926: +PUB [/mavlink/from] /mavros http://unionsys-desktop:44071/
[rosmaster.master][INFO] 2023-03-28 01:02:52,960: +SUB [/mavlink/to] /mavros http://unionsys-desktop:44071/
[rosmaster.master][INFO] 2023-03-28 01:02:53,058: +PUB [/mavros/radio_status] /mavros http://unionsys-desktop:44071/
